#EXPORTTYPE:                 ;ALL                                                                                                                        
#FILE:                       ;2023-07-03_NaNO3KNO3_ALassII_Hanke_100-300›C_10Kxmin-1_2Zyklen_N2-20-20_Al-pierced.ngb-sd7                                 
#FORMAT:                     ;NETZSCH5                                                                                                                   
#FTYPE:                      ;ASCII                                                                                                                      
#IDENTITY:                   ;2023-07-03                                                                                                                 
#DECIMAL:                    ;COMMA                                                                                                                      
#SEPARATOR:                  ;SEMICOLON                                                                                                                  
#MTYPE:                      ;DSC                                                                                                                        
#INSTRUMENT:                 ;NETZSCH DSC 204F1 Phoenix                                                                                                  
#PROJECT:                    ;                                                                                                                           
#DATE/TIME:                  ;03.07.2023 15:11:31 (UTC+2)                                                                                                
#CORR. FILE:                 ;                                                                                                                           
#TEMPCAL:                    ;26-04-2022 07:47                                                                                                           
#SENSITIVITY:                ;26-04-2022 07:40                                                                                                           
#LABORATORY:                 ;H221                                                                                                                       
#OPERATOR:                   ;AH                                                                                                                         
#REMARK:                     ;Teststand: ALass II / 03.07.2023 Jonas Tombrink / Probe nach Erstbe?llung / 50:50 mol% NaNO3:KNO3 / 45,7:54,3 wt% NaNO3:NO3
#SAMPLE:                     ;NaNO3KNO3                                                                                                                  
#SAMPLE MASS /mg:            ;10,719                                                                                                                     
#MATERIAL:                   ;NaNO3KNO3                                                                                                                  
#REFERENCE:                  ;-----                                                                                                                      
#REFERENCE MASS /mg:         ;0                                                                                                                          
#TYPE OF CRUCIBLE:           ;Standard Al 25 ‘l, pierced lid                                                                                             
#SAMPLE CRUCIBLE MASS /mg:   ;39,961                                                                                                                     
#REFERENCE CRUCIBLE MASS /mg:;39,497                                                                                                                     
#PURGE 2 MFC:                ;NITROGEN,250,0 ml/min                                                                                                      
#PROTECTIVE MFC:             ;NITROGEN,250,0 ml/min                                                                                                      
#M.RANGE /‘V:                ;5000                                                                                                                       
#TAU-R:                      ;---                                                                                                                        
#CORR. CODE:                 ;000                                                                                                                        
#EXO:                        ;-1                                                                                                                         
#RANGE:                      ;25›C....300›C/-10,0....10,0K/min                                                                                           
#SEGMENT:                    ;S1-4/4                                                                                                                     
#SEG. 1:                     ;25›C/10,0(K/min)/300›C                                                                                                     
#SEG. 2:                     ;300›C/10,0(K/min)/25›C                                                                                                     
#SEG. 3:                     ;25›C/10,0(K/min)/300›C                                                                                                     
#SEG. 4:                     ;300›C/10,0(K/min)/25›C                                                                                                     

#*RESULTS:;File;Segment;Result;Unit;Y_value;Unit;Range_Xmin;Unit;Range_Xmax;Unit;Range_Ymin;Unit;Range_Ymax;Unit

##Temp./›C;Time/min;DSC/(mW/mg);Gas Flow(purge2)/(ml/min);Gas Flow(protective)/(ml/min);Sensit./(uV/mW);Segment
 24,81900;  0,00000; 2,233418e-02;22,00000;21,00000;3,86535;1
 24,81867;  0,00167; 2,233418e-02;22,00000;21,00000;3,86535;1
 24,81840;  0,00333; 2,233406e-02;22,00000;21,00000;3,86535;1
 24,81857;  0,00500; 2,231576e-02;22,00000;22,00000;3,86535;1
 24,81878;  0,00667; 2,229713e-02;22,00000;22,00000;3,86535;1
 24,81891;  0,00833; 2,227894e-02;22,00000;22,00000;3,86535;1
 24,81908;  0,01000; 2,227894e-02;22,00000;22,00000;3,86535;1
 24,81920;  0,01167; 2,226053e-02;22,00000;21,00000;3,86535;1
 24,81929;  0,01333; 2,227906e-02;22,00000;21,00000;3,86535;1
 24,81942;  0,01500; 2,227906e-02;22,00000;22,00000;3,86535;1
 24,81957;  0,01667; 2,229736e-02;22,00000;21,00000;3,86535;1
 24,81987;  0,01833; 2,231590e-02;22,00000;22,00000;3,86535;1
 24,82012;  0,02000; 2,231590e-02;22,00000;22,00000;3,86535;1
 24,82056;  0,02167; 2,233432e-02;22,00000;22,00000;3,86535;1
 24,82121;  0,02333; 2,235274e-02;22,00000;22,00000;3,86534;1
 24,82223;  0,02500; 2,235276e-02;22,00000;21,00000;3,86534;1
 24,82361;  0,02667; 2,237119e-02;22,00000;21,00000;3,86534;1
 24,82549;  0,02833; 2,238964e-02;22,00000;22,00000;3,86533;1
 24,82792;  0,03000; 2,240820e-02;23,00000;21,00000;3,86533;1
 24,83095;  0,03167; 2,242655e-02;22,00000;22,00000;3,86532;1
 24,83468;  0,03333; 2,242683e-02;22,00000;22,00000;3,86531;1
 24,83923;  0,03500; 2,244543e-02;22,00000;22,00000;3,86530;1
 24,84458;  0,03667; 2,244551e-02;22,00000;22,00000;3,86528;1
 24,85081;  0,03833; 2,246402e-02;22,00000;21,00000;3,86527;1
 24,85786;  0,04000; 2,248254e-02;22,00000;21,00000;3,86525;1
 24,86575;  0,04167; 2,251971e-02;22,00000;22,00000;3,86523;1
 24,87451;  0,04333; 2,255690e-02;22,00000;21,00000;3,86521;1
 24,88413;  0,04500; 2,257569e-02;22,00000;22,00000;3,86518;1
 24,89456;  0,04667; 2,259449e-02;22,00000;22,00000;3,86515;1
 24,90578;  0,04833; 2,259512e-02;22,00000;22,00000;3,86512;1
 24,91769;  0,05000; 2,259575e-02;22,00000;22,00000;3,86509;1
 24,93030;  0,05167; 2,257798e-02;22,00000;22,00000;3,86506;1
 24,94357;  0,05333; 2,248656e-02;22,00000;21,00000;3,86503;1
 24,95737;  0,05500; 2,219280e-02;22,00000;22,00000;3,86499;1
 24,97171;  0,05667; 2,189916e-02;22,00000;22,00000;3,86495;1
 24,98649;  0,05833; 2,158710e-02;22,00000;22,00000;3,86491;1
 25,00168;  0,06000; 2,112771e-02;22,00000;22,00000;3,86487;1
 25,01721;  0,06167; 2,059476e-02;22,00000;21,00000;3,86483;1
 25,03303;  0,06333; 2,006203e-02;22,00000;21,00000;3,86479;1
 25,04906;  0,06500; 1,947405e-02;22,00000;21,00000;3,86475;1
 25,06533;  0,06667; 1,883091e-02;22,00000;22,00000;3,86471;1
 25,08178;  0,06833; 1,805907e-02;22,00000;22,00000;3,86466;1
 25,09835;  0,07000; 1,725038e-02;22,00000;22,00000;3,86462;1
 25,11503;  0,07167; 1,646009e-02;22,00000;22,00000;3,86458;1
 25,13182;  0,07333; 1,555951e-02;22,00000;22,00000;3,86453;1
 25,14869;  0,07500; 1,464060e-02;22,00000;21,00000;3,86449;1
 25,16563;  0,07667; 1,372167e-02;22,00000;21,00000;3,86445;1
 25,18264;  0,07833; 1,280272e-02;22,00000;21,00000;3,86440;1
 25,19970;  0,08000; 1,182860e-02;22,00000;21,00000;3,86436;1
 25,21679;  0,08167; 1,081763e-02;22,00000;22,00000;3,86431;1
 25,23391;  0,08333; 9,806973e-03;22,00000;21,00000;3,86427;1
 25,25107;  0,08500; 8,851437e-03;22,00000;21,00000;3,86422;1
 25,26827;  0,08667; 7,895994e-03;22,00000;22,00000;3,86418;1
 25,28549;  0,08833; 6,977480e-03;22,00000;21,00000;3,86413;1
 25,30273;  0,09000; 6,132513e-03;22,00000;21,00000;3,86409;1
 25,32002;  0,09167; 5,269333e-03;22,00000;22,00000;3,86404;1
 25,33729;  0,09333; 4,424439e-03;22,00000;22,00000;3,86400;1
 25,35460;  0,09500; 3,598059e-03;22,00000;22,00000;3,86395;1
 25,37192;  0,09667; 2,900720e-03;22,00000;22,00000;3,86391;1
 25,38928;  0,09833; 2,313664e-03;22,00000;22,00000;3,86386;1
 25,40663;  0,10000; 1,818813e-03;22,00000;21,00000;3,86382;1
 25,42024;  0,10167; 1,379326e-03;22,00000;22,00000;3,86378;1
 25,43399;  0,10333; 1,050473e-03;22,00000;22,00000;3,86375;1
 25,44790;  0,10500; 8,136103e-04;22,00000;21,00000;3,86371;1
 25,46194;  0,10667; 6,688526e-04;22,00000;21,00000;3,86367;1
 25,47615;  0,10833; 5,792451e-04;22,00000;21,00000;3,86364;1
 25,49048;  0,11000; 6,185921e-04;22,00000;22,00000;3,86360;1
 25,50496;  0,11167; 7,502793e-04;22,00000;21,00000;3,86356;1
 25,51958;  0,11333; 9,185875e-04;22,00000;21,00000;3,86352;1
 25,53432;  0,11500; 1,326396e-03;22,00000;21,00000;3,86348;1
 25,54921;  0,11667; 1,826442e-03;22,00000;21,00000;3,86344;1
 25,56425;  0,11833; 2,436924e-03;22,00000;21,00000;3,86341;1
 25,57943;  0,12000; 3,139535e-03;22,00000;22,00000;3,86337;1
 25,59475;  0,12167; 3,934166e-03;22,00000;22,00000;3,86333;1
 25,61020;  0,12333; 4,821047e-03;22,00000;22,00000;3,86329;1
 25,62579;  0,12500; 5,763104e-03;22,00000;21,00000;3,86324;1
 25,64153;  0,12667; 6,797190e-03;22,00000;21,00000;3,86320;1
 25,65740;  0,12833; 7,923421e-03;22,00000;22,00000;3,86316;1
 25,67340;  0,13000; 9,123488e-03;22,00000;22,00000;3,86312;1
 25,68955;  0,13167; 1,037886e-02;22,00000;22,00000;3,86308;1
 25,70584;  0,13333; 1,172627e-02;22,00000;22,00000;3,86304;1
 25,72225;  0,13500; 1,314741e-02;22,00000;21,00000;3,86299;1
 25,73879;  0,13667; 1,467913e-02;22,00000;21,00000;3,86295;1
 25,75545;  0,13833; 1,635807e-02;22,00000;21,00000;3,86291;1
 25,77226;  0,14000; 1,803728e-02;22,00000;22,00000;3,86286;1
 25,78922;  0,14167; 1,971641e-02;22,00000;22,00000;3,86282;1
 25,80630;  0,14333; 2,139547e-02;22,00000;22,00000;3,86277;1
 25,82348;  0,14500; 2,309311e-02;22,00000;22,00000;3,86273;1
 25,84079;  0,14667; 2,486461e-02;22,00000;21,00000;3,86268;1
 25,85821;  0,14833; 2,667278e-02;22,00000;22,00000;3,86264;1
 25,87574;  0,15000; 2,849954e-02;22,00000;21,00000;3,86259;1
 25,89337;  0,15167; 3,038151e-02;22,00000;22,00000;3,86255;1
 25,91111;  0,15333; 3,224521e-02;22,00000;22,00000;3,86250;1
 25,92895;  0,15500; 3,410896e-02;22,00000;22,00000;3,86245;1
 25,94688;  0,15667; 3,595411e-02;23,00000;22,00000;3,86241;1
 25,96491;  0,15833; 3,779952e-02;22,00000;22,00000;3,86236;1
 25,98300;  0,16000; 3,962645e-02;22,00000;22,00000;3,86231;1
 26,00115;  0,16167; 4,145330e-02;22,00000;21,00000;3,86226;1
 26,01936;  0,16333; 4,328043e-02;22,00000;21,00000;3,86222;1
 26,03764;  0,16500; 4,508906e-02;22,00000;21,00000;3,86217;1
 26,05596;  0,16667; 4,693449e-02;22,00000;22,00000;3,86212;1
 26,07433;  0,16833; 4,876164e-02;22,00000;21,00000;3,86207;1
 26,09274;  0,17000; 5,057053e-02;22,00000;22,00000;3,86202;1
 26,11116;  0,17167; 5,234249e-02;22,00000;22,00000;3,86198;1
 26,12959;  0,17333; 5,411450e-02;22,00000;22,00000;3,86193;1
 26,14805;  0,17500; 5,586800e-02;22,00000;22,00000;3,86188;1
 26,16651;  0,17667; 5,758492e-02;22,00000;21,00000;3,86183;1
 26,18498;  0,17833; 5,928321e-02;22,00000;21,00000;3,86178;1
 26,20345;  0,18000; 6,092649e-02;22,00000;21,00000;3,86173;1
 26,22193;  0,18167; 6,258813e-02;22,00000;21,00000;3,86169;1
 26,24039;  0,18333; 6,421294e-02;22,00000;21,00000;3,86164;1
 26,25883;  0,18500; 6,581913e-02;22,00000;21,00000;3,86159;1
 26,27725;  0,18667; 6,738873e-02;22,00000;22,00000;3,86154;1
 26,29563;  0,18833; 6,892150e-02;22,00000;22,00000;3,86149;1
 26,31398;  0,19000; 7,045441e-02;22,00000;22,00000;3,86145;1
 26,33230;  0,19167; 7,200558e-02;22,00000;22,00000;3,86140;1
 26,35056;  0,19333; 7,348316e-02;22,00000;21,00000;3,86135;1
 26,36879;  0,19500; 7,494233e-02;22,00000;21,00000;3,86130;1
 26,38698;  0,19667; 7,634636e-02;22,00000;22,00000;3,86125;1
 26,40510;  0,19833; 7,775019e-02;22,00000;21,00000;3,86121;1
 26,42319;  0,20000; 7,911707e-02;23,00000;22,00000;3,86116;1
 26,44124;  0,20167; 8,048433e-02;22,00000;22,00000;3,86111;1
 26,45923;  0,20333; 8,181452e-02;22,00000;22,00000;3,86107;1
 26,47716;  0,20500; 8,308955e-02;22,00000;22,00000;3,86102;1
 26,49502;  0,20667; 8,430918e-02;22,00000;21,00000;3,86097;1
 26,51284;  0,20833; 8,554739e-02;22,00000;22,00000;3,86092;1
 26,53062;  0,21000; 8,676708e-02;22,00000;21,00000;3,86088;1
 26,54836;  0,21167; 8,796848e-02;22,00000;21,00000;3,86083;1
 26,56603;  0,21333; 8,918822e-02;23,00000;21,00000;3,86079;1
 26,58366;  0,21500; 9,044475e-02;22,00000;21,00000;3,86074;1
 26,60124;  0,21667; 9,170142e-02;22,00000;22,00000;3,86069;1
 26,61876;  0,21833; 9,293979e-02;22,00000;22,00000;3,86065;1
 26,63624;  0,22000; 9,414132e-02;22,00000;22,00000;3,86060;1
 26,65369;  0,22167; 9,534276e-02;22,00000;22,00000;3,86056;1
 26,67108;  0,22333; 9,654399e-02;22,00000;21,00000;3,86051;1
 26,68843;  0,22500; 9,772716e-02;22,00000;21,00000;3,86046;1
 26,70574;  0,22667; 9,889180e-02;22,00000;22,00000;3,86042;1
 26,72302;  0,22833;      0,10002;22,00000;22,00000;3,86037;1
 26,74027;  0,23000;      0,10113;22,00000;22,00000;3,86033;1
 26,75748;  0,23167;      0,10216;22,00000;22,00000;3,86028;1
 26,77465;  0,23333;      0,10320;22,00000;21,00000;3,86024;1
 26,79180;  0,23500;      0,10424;22,00000;22,00000;3,86019;1
 26,80891;  0,23667;      0,10523;22,00000;21,00000;3,86015;1
 26,82599;  0,23833;      0,10623;22,00000;21,00000;3,86010;1
 26,84306;  0,24000;      0,10723;22,00000;21,00000;3,86006;1
 26,86009;  0,24167;      0,10819;22,00000;21,00000;3,86002;1
 26,87712;  0,24333;      0,10916;22,00000;22,00000;3,85997;1
 26,89412;  0,24500;      0,11010;22,00000;21,00000;3,85993;1
 26,91111;  0,24667;      0,11104;22,00000;22,00000;3,85988;1
 26,92807;  0,24833;      0,11199;22,00000;22,00000;3,85984;1
 26,94502;  0,25000;      0,11284;22,00000;22,00000;3,85979;1
 26,96194;  0,25167;      0,11367;22,00000;22,00000;3,85975;1
 26,97886;  0,25333;      0,11450;22,00000;22,00000;3,85970;1
 26,99575;  0,25500;      0,11534;22,00000;22,00000;3,85966;1
 27,01263;  0,25667;      0,11615;22,00000;21,00000;3,85962;1
 27,02949;  0,25833;      0,11697;22,00000;21,00000;3,85957;1
 27,04634;  0,26000;      0,11776;22,00000;22,00000;3,85953;1
 27,06318;  0,26167;      0,11850;22,00000;22,00000;3,85948;1
 27,08002;  0,26333;      0,11921;22,00000;22,00000;3,85944;1
 27,09683;  0,26500;      0,11993;22,00000;22,00000;3,85939;1
 27,11361;  0,26667;      0,12063;22,00000;21,00000;3,85935;1
 27,13040;  0,26833;      0,12132;22,00000;21,00000;3,85931;1
 27,14718;  0,27000;      0,12195;22,00000;22,00000;3,85926;1
 27,16394;  0,27167;      0,12258;22,00000;21,00000;3,85922;1
 27,18070;  0,27333;      0,12319;22,00000;22,00000;3,85917;1
 27,19744;  0,27500;      0,12380;22,00000;22,00000;3,85913;1
 27,21417;  0,27667;      0,12442;22,00000;21,00000;3,85909;1
 27,23089;  0,27833;      0,12501;22,00000;21,00000;3,85904;1
 27,24760;  0,28000;      0,12560;22,00000;21,00000;3,85900;1
 27,26430;  0,28167;      0,12616;22,00000;22,00000;3,85896;1
 27,28098;  0,28333;      0,12668;22,00000;22,00000;3,85891;1
 27,29766;  0,28500;      0,12718;22,00000;22,00000;3,85887;1
 27,31434;  0,28667;      0,12770;22,00000;22,00000;3,85882;1
 27,33101;  0,28833;      0,12804;22,00000;22,00000;3,85878;1
 27,34767;  0,29000;      0,12848;22,00000;22,00000;3,85874;1
 27,36431;  0,29167;      0,12898;22,00000;21,00000;3,85869;1
 27,38093;  0,29333;      0,12943;22,00000;21,00000;3,85865;1
 27,39754;  0,29500;      0,12988;22,00000;21,00000;3,85861;1
 27,41414;  0,29667;      0,13032;22,00000;22,00000;3,85856;1
 27,43074;  0,29833;      0,13079;22,00000;22,00000;3,85852;1
 27,44731;  0,30000;      0,13125;22,00000;21,00000;3,85847;1
 27,46389;  0,30167;      0,13170;22,00000;21,00000;3,85843;1
 27,48045;  0,30333;      0,13214;22,00000;21,00000;3,85839;1
 27,49702;  0,30500;      0,13259;22,00000;22,00000;3,85834;1
 27,51359;  0,30667;      0,13302;22,00000;22,00000;3,85830;1
 27,53014;  0,30833;      0,13343;22,00000;22,00000;3,85826;1
 27,54668;  0,31000;      0,13385;22,00000;22,00000;3,85821;1
 27,56321;  0,31167;      0,13424;22,00000;22,00000;3,85817;1
 27,57974;  0,31333;      0,13443;22,00000;21,00000;3,85813;1
 27,59626;  0,31500;      0,13464;22,00000;21,00000;3,85808;1
 27,61279;  0,31667;      0,13488;22,00000;22,00000;3,85804;1
 27,62931;  0,31833;      0,13518;22,00000;21,00000;3,85800;1
 27,64582;  0,32000;      0,13550;22,00000;21,00000;3,85795;1
 27,66231;  0,32167;      0,13587;22,00000;22,00000;3,85791;1
 27,67880;  0,32333;      0,13619;22,00000;21,00000;3,85787;1
 27,69531;  0,32500;      0,13650;22,00000;22,00000;3,85782;1
 27,71180;  0,32667;      0,13682;22,00000;21,00000;3,85778;1
 27,72831;  0,32833;      0,13714;22,00000;22,00000;3,85774;1
 27,74481;  0,33000;      0,13745;22,00000;22,00000;3,85769;1
 27,76131;  0,33167;      0,13779;22,00000;22,00000;3,85765;1
 27,77781;  0,33333;      0,13809;22,00000;22,00000;3,85761;1
 27,79431;  0,33500;      0,13841;22,00000;21,00000;3,85756;1
 27,81081;  0,33667;      0,13870;22,00000;21,00000;3,85752;1
 27,82731;  0,33833;      0,13898;22,00000;22,00000;3,85748;1
 27,84382;  0,34000;      0,13928;22,00000;21,00000;3,85743;1
 27,86031;  0,34167;      0,13956;22,00000;21,00000;3,85739;1
 27,87679;  0,34333;      0,13975;22,00000;21,00000;3,85735;1
 27,89327;  0,34500;      0,13996;22,00000;22,00000;3,85730;1
 27,90978;  0,34667;      0,14018;22,00000;22,00000;3,85726;1
 27,92628;  0,34833;      0,14044;22,00000;22,00000;3,85722;1
 27,94279;  0,35000;      0,14067;22,00000;22,00000;3,85717;1
 27,95931;  0,35167;      0,14088;22,00000;21,00000;3,85713;1
 27,97581;  0,35333;      0,14108;22,00000;21,00000;3,85709;1
 27,99232;  0,35500;      0,14129;22,00000;22,00000;3,85704;1
 28,00882;  0,35667;      0,14148;22,00000;21,00000;3,85700;1
 28,02531;  0,35833;      0,14166;22,00000;21,00000;3,85696;1
 28,04180;  0,36000;      0,14187;22,00000;21,00000;3,85691;1
 28,05831;  0,36167;      0,14208;22,00000;21,00000;3,85687;1
 28,07483;  0,36333;      0,14228;22,00000;22,00000;3,85683;1
 28,09137;  0,36500;      0,14249;22,00000;22,00000;3,85678;1
 28,10792;  0,36667;      0,14270;22,00000;21,00000;3,85674;1
 28,12446;  0,36833;      0,14289;22,00000;21,00000;3,85670;1
 28,14100;  0,37000;      0,14309;22,00000;22,00000;3,85665;1
 28,15754;  0,37167;      0,14330;22,00000;22,00000;3,85661;1
 28,17409;  0,37333;      0,14349;22,00000;22,00000;3,85657;1
 28,19065;  0,37500;      0,14367;22,00000;22,00000;3,85652;1
 28,20721;  0,37667;      0,14386;22,00000;22,00000;3,85648;1
 28,22376;  0,37833;      0,14403;22,00000;22,00000;3,85643;1
 28,24031;  0,38000;      0,14420;22,00000;22,00000;3,85639;1
 28,25687;  0,38167;      0,14428;22,00000;21,00000;3,85635;1
 28,27343;  0,38333;      0,14436;22,00000;21,00000;3,85630;1
 28,28998;  0,38500;      0,14447;22,00000;21,00000;3,85626;1
 28,30654;  0,38667;      0,14460;22,00000;21,00000;3,85622;1
 28,32309;  0,38833;      0,14474;22,00000;22,00000;3,85617;1
 28,33966;  0,39000;      0,14489;22,00000;22,00000;3,85613;1
 28,35622;  0,39167;      0,14504;22,00000;22,00000;3,85609;1
 28,37278;  0,39333;      0,14521;22,00000;22,00000;3,85604;1
 28,38935;  0,39500;      0,14536;22,00000;22,00000;3,85600;1
 28,40593;  0,39667;      0,14555;23,00000;22,00000;3,85596;1
 28,42253;  0,39833;      0,14570;22,00000;22,00000;3,85591;1
 28,43912;  0,40000;      0,14585;22,00000;22,00000;3,85587;1
 28,45570;  0,40167;      0,14595;22,00000;21,00000;3,85582;1
 28,47229;  0,40333;      0,14600;22,00000;22,00000;3,85578;1
 28,48888;  0,40500;      0,14612;22,00000;22,00000;3,85574;1
 28,50548;  0,40667;      0,14627;22,00000;22,00000;3,85569;1
 28,52207;  0,40833;      0,14642;22,00000;21,00000;3,85565;1
 28,53868;  0,41000;      0,14657;22,00000;21,00000;3,85561;1
 28,55528;  0,41167;      0,14671;22,00000;22,00000;3,85556;1
 28,57188;  0,41333;      0,14684;22,00000;22,00000;3,85552;1
 28,58846;  0,41500;      0,14695;22,00000;22,00000;3,85548;1
 28,60507;  0,41667;      0,14709;22,00000;21,00000;3,85543;1
 28,62168;  0,41833;      0,14722;22,00000;22,00000;3,85539;1
 28,63830;  0,42000;      0,14735;22,00000;21,00000;3,85534;1
 28,65490;  0,42167;      0,14748;22,00000;21,00000;3,85530;1
 28,67150;  0,42333;      0,14762;22,00000;22,00000;3,85526;1
 28,68812;  0,42500;      0,14775;22,00000;22,00000;3,85521;1
 28,70473;  0,42667;      0,14786;22,00000;21,00000;3,85517;1
 28,72134;  0,42833;      0,14800;22,00000;21,00000;3,85513;1
 28,73796;  0,43000;      0,14815;22,00000;21,00000;3,85508;1
 28,75459;  0,43167;      0,14828;22,00000;22,00000;3,85504;1
 28,77122;  0,43333;      0,14839;22,00000;22,00000;3,85499;1
 28,78786;  0,43500;      0,14851;22,00000;22,00000;3,85495;1
 28,80448;  0,43667;      0,14861;22,00000;21,00000;3,85491;1
 28,82112;  0,43833;      0,14870;22,00000;21,00000;3,85486;1
 28,83776;  0,44000;      0,14882;22,00000;22,00000;3,85482;1
 28,85441;  0,44167;      0,14893;22,00000;21,00000;3,85478;1
 28,87107;  0,44333;      0,14903;22,00000;22,00000;3,85473;1
 28,88772;  0,44500;      0,14912;22,00000;22,00000;3,85469;1
 28,90437;  0,44667;      0,14920;22,00000;22,00000;3,85464;1
 28,92103;  0,44833;      0,14929;22,00000;22,00000;3,85460;1
 28,93769;  0,45000;      0,14939;22,00000;21,00000;3,85456;1
 28,95433;  0,45167;      0,14949;22,00000;21,00000;3,85451;1
 28,97098;  0,45333;      0,14958;22,00000;22,00000;3,85447;1
 28,98763;  0,45500;      0,14970;22,00000;22,00000;3,85442;1
 29,00428;  0,45667;      0,14979;22,00000;22,00000;3,85438;1
 29,02093;  0,45833;      0,14991;22,00000;21,00000;3,85434;1
 29,03760;  0,46000;      0,15000;22,00000;21,00000;3,85429;1
 29,05426;  0,46167;      0,15010;22,00000;22,00000;3,85425;1
 29,07093;  0,46333;      0,15018;22,00000;21,00000;3,85421;1
 29,08760;  0,46500;      0,15027;22,00000;22,00000;3,85416;1
 29,10428;  0,46667;      0,15035;22,00000;22,00000;3,85412;1
 29,12097;  0,46833;      0,15046;22,00000;22,00000;3,85407;1
 29,13764;  0,47000;      0,15056;22,00000;22,00000;3,85403;1
 29,15431;  0,47167;      0,15066;22,00000;21,00000;3,85399;1
 29,17098;  0,47333;      0,15073;22,00000;21,00000;3,85394;1
 29,18764;  0,47500;      0,15083;22,00000;21,00000;3,85390;1
 29,20432;  0,47667;      0,15093;22,00000;21,00000;3,85385;1
 29,22100;  0,47833;      0,15102;22,00000;22,00000;3,85381;1
 29,23767;  0,48000;      0,15110;22,00000;21,00000;3,85377;1
 29,25435;  0,48167;      0,15118;22,00000;21,00000;3,85372;1
 29,27103;  0,48333;      0,15122;22,00000;21,00000;3,85368;1
 29,28771;  0,48500;      0,15128;22,00000;21,00000;3,85363;1
 29,30439;  0,48667;      0,15134;22,00000;22,00000;3,85359;1
 29,32107;  0,48833;      0,15143;22,00000;22,00000;3,85355;1
 29,33775;  0,49000;      0,15153;22,00000;22,00000;3,85350;1
 29,35443;  0,49167;      0,15162;22,00000;22,00000;3,85346;1
 29,37111;  0,49333;      0,15172;22,00000;21,00000;3,85341;1
 29,38780;  0,49500;      0,15183;22,00000;22,00000;3,85337;1
 29,40450;  0,49667;      0,15193;22,00000;22,00000;3,85333;1
 29,42119;  0,49833;      0,15201;22,00000;21,00000;3,85328;1
 29,43787;  0,50000;      0,15203;22,00000;21,00000;3,85324;1
 29,45457;  0,50167;      0,15205;22,00000;21,00000;3,85319;1
 29,47128;  0,50333;      0,15206;22,00000;21,00000;3,85315;1
 29,48798;  0,50500;      0,15206;22,00000;21,00000;3,85311;1
 29,50468;  0,50667;      0,15208;22,00000;21,00000;3,85306;1
 29,52137;  0,50833;      0,15212;22,00000;22,00000;3,85302;1
 29,53807;  0,51000;      0,15216;22,00000;22,00000;3,85297;1
 29,55479;  0,51167;      0,15224;22,00000;22,00000;3,85293;1
 29,57151;  0,51333;      0,15232;22,00000;22,00000;3,85289;1
 29,58821;  0,51500;      0,15243;22,00000;22,00000;3,85284;1
 29,60491;  0,51667;      0,15253;22,00000;22,00000;3,85280;1
 29,62161;  0,51833;      0,15262;22,00000;22,00000;3,85275;1
 29,63833;  0,52000;      0,15276;22,00000;22,00000;3,85271;1
 29,65505;  0,52167;      0,15289;22,00000;22,00000;3,85267;1
 29,67176;  0,52333;      0,15300;22,00000;21,00000;3,85262;1
 29,68848;  0,52500;      0,15310;22,00000;21,00000;3,85258;1
 29,70520;  0,52667;      0,15320;22,00000;22,00000;3,85253;1
 29,72191;  0,52833;      0,15329;22,00000;21,00000;3,85249;1
 29,73861;  0,53000;      0,15341;22,00000;22,00000;3,85244;1
 29,75533;  0,53167;      0,15352;22,00000;22,00000;3,85240;1
 29,77206;  0,53333;      0,15364;22,00000;22,00000;3,85236;1
 29,78878;  0,53500;      0,15371;22,00000;22,00000;3,85231;1
 29,80548;  0,53667;      0,15377;22,00000;21,00000;3,85227;1
 29,82219;  0,53833;      0,15381;22,00000;22,00000;3,85222;1
 29,83890;  0,54000;      0,15384;22,00000;21,00000;3,85218;1
 29,85562;  0,54167;      0,15384;22,00000;21,00000;3,85214;1
 29,87236;  0,54333;      0,15388;22,00000;21,00000;3,85209;1
 29,88909;  0,54500;      0,15392;22,00000;21,00000;3,85205;1
 29,90583;  0,54667;      0,15398;22,00000;21,00000;3,85200;1
 29,92255;  0,54833;      0,15402;22,00000;21,00000;3,85196;1
 29,93927;  0,55000;      0,15408;22,00000;21,00000;3,85191;1
 29,95600;  0,55167;      0,15406;22,00000;22,00000;3,85187;1
 29,97273;  0,55333;      0,15409;22,00000;21,00000;3,85183;1
 29,98946;  0,55500;      0,15409;22,00000;21,00000;3,85178;1
 30,00620;  0,55667;      0,15411;22,00000;21,00000;3,85174;1
 30,02294;  0,55833;      0,15415;23,00000;21,00000;3,85169;1
 30,03967;  0,56000;      0,15427;23,00000;22,00000;3,85165;1
 30,05640;  0,56167;      0,15433;23,00000;22,00000;3,85161;1
 30,07314;  0,56333;      0,15440;22,00000;22,00000;3,85156;1
 30,08987;  0,56500;      0,15448;22,00000;21,00000;3,85152;1
 30,10660;  0,56667;      0,15456;22,00000;22,00000;3,85147;1
 30,12333;  0,56833;      0,15462;22,00000;22,00000;3,85143;1
 30,14006;  0,57000;      0,15468;22,00000;21,00000;3,85138;1
 30,15679;  0,57167;      0,15474;22,00000;20,00000;3,85134;1
 30,17353;  0,57333;      0,15480;22,00000;21,00000;3,85130;1
 30,19026;  0,57500;      0,15485;22,00000;21,00000;3,85125;1
 30,20698;  0,57667;      0,15493;22,00000;22,00000;3,85121;1
 30,22372;  0,57833;      0,15499;22,00000;22,00000;3,85116;1
 30,24045;  0,58000;      0,15505;22,00000;22,00000;3,85112;1
